x,y
1.41491,1.85933
2.02114,2.15246
1.42797,0.495247
1.4009,1.47216
-1.97202,-4.40608
0.248113,1.29451
0.843688,2.24667
3.33395,2.20228
-1.7579,-2.33162
2.90204,2.86733
-1.21344,-2.31402
0.694694,-0.661335
-0.893685,-1.94943
0.575521,2.4257
3.07261,1.82586
0.919457,0.595916
0.212809,1.06608
1.37383,4.88851
2.34259,2.60037
-0.416301,-0.947218
3.92078,5.68442
1.72449,-3.12044
1.59192,0.54631
2.99141,1.92099
-1.32666,-3.65558
1.34553,-0.38781
-2.04864,-1.87129
1.11655,-0.27665
-0.912262,0.811317
2.47711,1.49291
0.685071,-3.64106
1.4818,-0.648716
0.662121,-2.69644
-1.20113,-0.346294
2.04442,-0.0762219
0.260025,0.412743
3.72424,6.036
0.628042,2.65358
1.56999,-1.86053
-2.0034,-5.30221
2.31656,2.64937
0.356937,-2.75086
0.378909,2.50718
0.803388,-0.4026
0.221497,-1.28909
-1.70466,-1.55098
-1.04988,-5.59754
0.730503,0.744691
-0.25953,0.244929
1.09273,0.947645
0.287229,0.48083
1.39542,-0.240131
1.01796,1.04624
-0.271041,1.03979
0.230433,-2.59791
1.69745,-1.15838
0.83398,0.210455
0.67952,0.798719
2.02198,2.70112
2.22049,-2.08633
-0.748833,-5.45421
1.17662,0.748004
0.588655,2.97603
-0.00165551,-1.36877
1.61946,2.28624
2.94981,0.0840814
1.63192,-0.422755
0.375305,-4.07409
-1.09574,-4.86739
2.14894,-0.0774466
2.4661,-2.00921
1.16807,0.587076
-0.0391811,-0.929777
-0.596696,-3.20675
0.911266,0.00116283
2.82076,3.61576
1.08657,2.4076
-1.70682,-4.607
3.36753,3.12151
0.67112,1.20524
-0.700892,-0.768821
-0.504574,-2.50718
-1.73664,-4.67089
3.90226,0.622023
1.37276,-0.380449
0.323563,-4.95942
0.514124,0.693207
3.97754,2.34701
0.556503,-0.867457
1.96087,-0.710658
0.366493,0.28366
0.493611,-1.77955
4.74154,3.51052
2.21604,-0.254148
3.84179,4.69822
2.57308,0.649115
1.35801,0.888654
2.31261,1.48436
3.8942,1.41479
0.775621,0.992833
0.814847,-0.95518
-1.64765,-2.29805
0.494327,-0.663817
0.267564,-0.130359
0.702082,0.272371
-1.29577,-4.29135
4.22007,5.21058
-0.905984,-1.46527
1.92531,1.3652
1.2492,1.28518
2.83778,2.88371
1.5079,2.07647
2.81396,3.69551
2.08139,3.52045
0.620383,-0.0376078
2.03312,0.24081
0.705876,2.50571
2.32164,4.01496
-1.79357,-0.428727
-0.246077,-2.64422
2.17968,2.4255
-0.0426692,-3.59494
1.73884,1.75123
0.854456,-2.0569
2.21433,6.45023
0.42957,2.16288
0.63897,-1.07376
2.35893,3.05569
1.20121,-1.85001
2.44204,3.15552
2.11878,3.05132
-0.497419,-1.03064
-0.00115312,1.7796
0.675028,-2.1898
1.37674,0.980196
1.17973,0.926288
-0.246255,-3.50487
1.97331,1.1942
-0.580968,-0.35622
-0.55273,-4.55623
-0.376149,-2.77342
0.27333,-1.75875
1.7519,0.262213
0.491703,-0.672305
-0.898676,-7.6027
-0.00984412,-1.89035
0.952753,-1.68116
0.988439,-0.00507934
-0.662546,-4.36639
0.203404,-1.37605
1.3987,-1.08811
1.50678,2.81333
2.67003,2.91796
2.1036,5.96735
2.16187,0.0252922
-0.775402,-1.54592
-0.586474,0.83777
1.25145,1.18669
1.18875,-3.44201
-3.49568,-7.92686
3.01833,1.29237
0.741503,-1.8225
0.535337,-3.05559
2.80563,0.820162
-0.143766,-3.46901
1.46886,2.75343
1.87598,2.34284
0.800196,1.72389
1.12523,-1.50078
1.98628,1.72546
0.852693,0.334935
-0.176309,-0.149694
-0.239045,0.60662
1.29622,-0.0719173
0.813136,-2.65696
-0.0790406,-2.70252
0.0954426,-3.00054
0.917165,-0.356534
-0.301095,-4.27978
2.90915,2.8786
0.389385,-1.79236
0.478551,-3.324
2.25445,3.91166
2.40146,1.75131
-0.52271,-0.401442
3.04917,1.45291
0.533804,0.53789
1.40221,-0.0439914
-1.71868,-4.16115
-1.55073,-2.69725
0.823044,0.960036
2.51194,-1.23863
-0.219197,-0.859563
2.95966,0.908239
1.91539,-0.0430237
-1.41368,-5.78317
0.744138,0.928107
1.45296,-0.547108
2.71173,3.75436
-2.13122,-4.2375
4.89717,5.74878
1.73247,0.112889
2.68154,2.87365
-0.928003,-3.2264
1.79907,2.94266
0.56101,-0.820834
4.58119,5.80214
1.93005,1.46017
-0.309242,-0.180503
0.332379,-1.4835
-0.605967,-1.92629
-1.36338,-3.38886
1.66015,0.0818673
-0.314213,-0.397009
1.72122,2.50279
0.821711,1.70428
-0.969773,-4.5691
1.23493,0.0182313
1.39269,0.130087
-2.50397,-1.93119
2.55549,1.41761
0.387514,-1.9258
1.05426,0.632717
-0.391438,-1.67443
1.22782,-0.620394
3.66477,3.5
2.09641,4.4448
2.01718,3.49689
-0.55966,-2.31569
-2.601,-2.42078
2.15479,1.39635
-0.534488,-3.95143
2.62309,3.77511
2.21594,1.89029
4.40768,2.938
-0.0595396,-1.60424
0.00865077,-4.36755
0.421614,0.442861
0.930743,-0.0982046
-0.773825,-7.2679
0.026519,-0.22633
-0.390481,0.177575
3.06119,3.53427
-1.22524,-5.68808
0.464987,-0.770726
1.75975,-1.08398
-2.09889,-4.10189
1.22546,-0.746803
1.40595,3.09858
2.20827,2.80533
3.11179,-1.04785
0.803024,2.16411
2.08788,0.224313
2.16213,2.96658
1.71691,1.67951
-0.00145198,-1.6974
-0.467348,-1.8559
0.688239,-4.90009
-0.64256,-1.67959
-0.464336,-1.79223
1.39218,-0.485075
0.941725,-0.755355
-1.15062,-1.32683
0.999556,0.0108334
0.819633,0.566775
-0.488031,0.716003
-0.45718,-1.61192
2.60322,5.06016
0.331466,0.221115
0.424602,-3.47712
0.917419,-2.72365
-0.543666,-3.67832
0.0267906,-2.31621
-1.06096,-1.89975
0.240783,-1.58288
1.62583,1.32788
-0.373204,0.0811138
2.62969,0.747181
0.691354,-2.37352
-0.878584,-2.45671
2.79234,4.05863
0.171997,1.91166
0.0772253,-1.87759
0.0134703,-2.38804
1.70129,0.997734
-0.563747,-0.424092
1.15624,-0.460537
0.849614,-0.507224
1.64349,2.17672
-0.23237,-0.235994
0.573051,-0.542162
-0.467899,-0.382959
1.02236,-1.72119
-0.0769161,-1.12184
0.205966,0.199448
0.517946,-4.58312
1.47891,0.0419878
1.50149,0.563488
1.86289,1.18588
0.886811,1.07918
2.28378,0.32531
4.26306,4.80238
-1.58592,0.670007
1.64938,1.89978
-1.43105,-2.99161
1.05915,-1.87074
-1.38291,-2.59548
2.12621,1.1161
1.23656,-3.18446
1.61604,2.66476
3.02082,3.54318
1.19327,-0.428566
-0.538426,0.598142
1.8707,3.18133
0.210705,-0.364636
1.5688,-1.67212
0.233775,-0.848573
1.64791,-0.233928
-0.140898,-0.355567
0.174293,-4.06364
0.581245,-1.84542
0.584169,-4.12791
-2.3915,-6.06627
3.17641,2.39555
0.43167,-2.79631
2.21253,0.205586
1.7121,1.41438
1.69274,3.14154
-0.102888,1.86877
3.06806,2.62017
0.632419,0.497959
0.674401,1.88818
3.74555,2.29393
0.434102,-2.11243
1.43148,-1.0496
-0.310709,-1.12359
1.00119,-2.30615
1.35771,-2.83728
1.40462,0.360165
1.8625,0.391578
-0.0703923,-2.80744
0.645147,-1.30919
3.32539,1.7592
1.00358,3.17446
1.33749,2.01104
0.629675,3.21242
0.190625,-1.29235
0.499331,-2.21178
2.43537,2.3837
0.887977,-2.33499
2.76332,0.0709506
-2.25419,-7.01324
0.218618,1.09797
2.47009,-0.33121
0.821859,3.00604
1.5904,-0.0162638
-0.344318,-1.00164
-1.40384,-4.20601
3.40722,4.53088
3.024,1.33587
2.48362,3.17437
0.433467,1.89496
1.5811,0.603845
1.75669,1.00942
0.499983,-1.78331
-1.7555,-5.1865
2.80963,7.33948
3.25953,2.46677
-0.81939,-6.95153
0.169909,0.450895
2.32775,4.16459
0.996896,0.468291
0.213096,-0.036288
-0.0746714,-0.0346269
1.75911,-1.03895
2.40093,1.67997
-0.0399563,-2.38083
2.23053,-0.320084
0.222607,-2.8629
1.78393,4.34995
-1.14312,-2.46003
2.31604,0.840416
3.38695,2.00259
-0.249707,-1.08628
0.907169,0.302906
3.90891,1.64565
0.328762,-2.41829
1.03934,0.681529
0.317117,-1.92031
0.780552,0.708373
1.50455,0.893475
0.261689,-3.56663
-1.46427,-3.72432
-0.430252,-1.14613
2.19492,0.716264
1.49453,0.861604
0.439495,-0.873997
2.69344,2.76359
0.657723,-1.55348
1.29115,1.40746
1.07652,0.231952
2.56479,3.17352
0.861597,3.59693
-0.269056,-2.6744
0.746887,0.445089
2.02696,2.39367
0.445411,2.16692
0.274989,-0.777777
2.84051,2.85005
1.21813,-1.57947
0.25443,-0.338228
1.11448,3.6899
-0.21805,1.904
-1.68659,1.07493
1.24467,2.69551
1.70048,0.510504
2.27883,-1.46338
0.11825,-0.604384
1.01755,1.01011
0.370572,-1.49853
0.188138,-4.04008
2.86359,1.22421
0.502878,-4.21862
2.97141,1.67059
1.27208,1.39975
1.87374,-0.620344
1.12359,0.537597
0.458646,-0.609584
2.78873,1.19104
1.88292,2.6629
-0.0162907,-2.2912
2.23978,3.43243
-2.06614,0.0532192
1.14539,-1.73895
1.44595,1.8278
-0.327658,-1.53972
4.00149,1.42656
2.5073,-1.23004
0.658201,1.52603
1.49568,1.15577
1.74654,3.57126
-0.892814,-1.91898
-0.230675,-3.88712
1.57843,-1.24362
2.42689,4.64658
3.35476,3.6044
0.532596,-0.392121
-0.429969,-2.17738
4.16696,3.92889
2.79768,6.27807
3.49789,2.6567
-1.57802,-2.8287
-3.04545,-2.73163
1.79614,1.84264
2.0998,2.18502
-1.33555,-4.5695
0.485069,-2.98957
0.435616,0.407965
2.77936,5.14422
0.892782,1.10308
0.457637,0.645569
0.939666,1.46046
3.86005,6.88954
1.12806,-0.103679
3.42017,2.0562
1.47507,2.5497
-1.03721,-2.06938
0.300116,-1.25633
1.20168,0.319724
-1.19913,-2.45623
1.57675,3.91155
0.581857,0.921453
2.21323,5.60056
-0.663002,0.0410694
1.17534,-0.935719
-0.0450018,-0.926653
-0.356514,-1.66926
2.57117,-0.224362
1.90467,1.71257
-1.22528,-3.75978
2.35208,0.766572
0.467895,-4.64037
-0.928705,-3.5382
2.86998,1.98546
1.78305,3.12379
-0.521939,-1.70321
-0.120221,-1.01292
-1.10336,-1.35189
3.27076,-0.379077
3.06967,0.800501
1.53894,2.87447
0.412841,2.66311
-1.03911,-1.57564
2.17935,1.85007
-3.87046,-6.70376
-1.29624,-2.84702
3.33064,-0.197045
-1.13452,-2.19726
-1.10798,0.41161
1.54161,4.99238
1.19066,-1.69758
-0.677662,-6.40586
1.94323,3.06979
2.77698,-2.6821
-0.275326,0.442442
2.82488,3.8896
0.22576,-1.58123
1.75393,-0.600926
0.219868,-1.38328
0.428021,0.783988
2.47899,0.296109
0.304951,-2.27854
2.30979,1.63246
0.254583,-0.764426
2.08936,5.01746
-0.815253,-1.85496
2.94835,2.76783
-0.532752,-3.07556
1.81704,1.69655
2.88668,-1.17134
0.470269,-1.31749
-0.386838,-1.69875
3.25983,5.00394
1.05017,0.0768066
0.918197,0.289131
2.481,2.78543
0.648641,-1.41824
2.14088,2.57386
0.334214,-3.586
0.104447,-0.472042
2.82393,2.40353
1.46864,-0.370429
-1.27443,-4.21718
0.417488,0.712244
0.0863482,-1.97032
2.38607,0.909502
-1.64946,-3.25437
1.17603,0.74491
-0.66291,-2.64524
0.272343,0.414182
3.6143,1.30135
0.410066,-2.55534
2.516,2.80151
0.834935,0.865902
-0.39422,-1.9956
0.675044,-0.341133
-2.00078,-5.71821
-0.613104,-0.641509
0.223166,-0.624205
0.402729,0.0617291
1.75093,0.206149
2.31185,2.95067
3.07793,2.67251
2.88346,-1.35396
0.937778,0.874567
1.46045,2.31813
0.0762173,-2.80929
1.25424,1.95932
-1.68435,-1.36813
-0.111023,-2.6983
0.259946,-1.43201
0.881645,-2.69833
-1.61638,-1.77156
0.871174,-0.0986491
-0.968479,-1.95607
1.85066,0.461276
2.23984,-0.0462671
0.731679,0.854244
2.03968,-0.580344
2.68846,0.470626
1.51259,-1.46659
3.43726,3.04395
0.338557,-2.02706
1.20259,-0.0327951
-0.0576275,-0.00352711
1.51344,3.77717
-0.0970925,0.67906
1.51722,-0.929159
1.28905,0.118471
0.453125,-4.272
1.74424,0.646615
3.45224,1.36116
1.53263,1.73983
-1.02399,-0.319192
2.27501,0.0213757
-1.33793,-2.21434
5.92187,8.6576
0.519212,-0.520831
-0.212143,-2.78222
1.36374,-0.350769
-0.714601,-1.6696
-3.43622,-5.82909
-0.330949,-0.686956
2.34478,1.5883
0.885865,-4.19157
0.123214,-1.4312
-2.30064,0.0462967
0.926521,1.50088
4.12053,3.65243
0.942351,-2.21171
-1.80953,-2.5218
1.81517,1.32753
2.98669,0.806873
-1.26109,-2.53071
0.464088,0.76516
1.80644,0.305385
-0.323732,-4.81264
2.1401,2.70026
0.758278,-0.17634
3.00746,2.3388
-0.12742,-1.69402
2.29055,-0.261676
1.09597,-1.72161
-1.88927,-6.74957
0.333935,0.523535
0.524867,3.9732
0.687023,-1.87592
-2.24058,-2.65079
-0.245516,-2.67317
2.25709,-1.70332
2.2365,0.297424
2.45867,1.15988
3.82651,3.49108
0.0698157,-1.5437
3.35211,2.5835
3.88163,4.83954
-0.65434,-1.39792
1.57807,-1.48563
1.73942,1.91963
1.55818,-1.98714
2.47819,0.773233
-0.604139,-3.12774
1.25448,0.196548
2.44568,1.11312
-1.74422,-4.05281
3.02882,1.02547
2.06475,1.91877
2.12393,1.82423
0.656173,0.666167
0.809271,-1.72436
3.90649,4.71085
2.57044,-0.10049
0.560079,0.387695
1.44137,1.94392
0.170564,0.279764
0.145232,2.64423
2.21378,3.12398
1.40661,1.2418
-0.93721,-2.28608
1.66869,0.223421
0.162672,0.0609651
-1.65501,-2.29619
3.19768,2.60508
1.43775,0.00620389
1.82349,0.834444
2.04904,-0.121332
2.55919,4.46795
4.10022,3.19178
1.19132,0.648541
0.996197,2.37918
-0.283191,-2.87455
-1.9637,-5.73927
3.08308,1.57152
-0.0982413,0.335424
2.08738,-0.29048
0.837004,1.11317
0.470391,0.793696
-0.73298,-2.00683
-0.531338,-0.663419
-0.521753,-5.23501
0.147887,-4.96582
1.43347,2.1779
-0.273346,-3.96154
-0.132535,-0.702391
1.18057,-0.607069
2.55197,-0.0223143
2.37224,2.02746
5.02819,1.51948
2.25443,-0.864258
0.526525,2.89817
0.159717,1.93891
0.427127,0.365355
0.135618,0.312448
1.87743,1.13389
0.831827,-3.14564
1.67113,-0.49319
-1.71244,-1.47877
2.96978,2.06364
0.945989,-2.98391
1.66477,5.21673
-0.0526405,0.282692
-0.0364683,5.2581
2.53785,0.492833
2.34282,0.665625
3.1951,0.40708
1.5162,0.843354
0.877041,-0.405037
0.678418,-1.42787
1.08956,1.46627
2.66962,2.2172
-0.923356,-3.77696
-0.317969,-4.34938
2.67748,1.72686
1.53655,-0.469448
-2.36441,-0.98909
-2.32795,-8.67468
-2.2009,-7.31726
2.59003,0.158467
-0.00634507,1.46683
-0.342449,-2.57751
-0.414349,-0.602408
-0.0935818,-4.42347
1.03482,1.02421
0.215733,-1.25491
0.261139,-0.272759
1.29433,2.61571
-1.80262,-3.65728
4.28427,4.21102
0.731808,0.390454
1.8042,2.91834
0.199079,-0.829671
1.08242,1.59728
-0.372975,-4.62215
-0.432745,-2.80677
1.22871,-2.51844
-3.17975,-5.57909
-0.582494,-0.202844
2.81277,1.48263
0.726775,4.94839
0.975476,1.86063
2.28499,-1.30155
1.39371,0.499635
1.33153,-1.90341
-0.495737,-3.04899
0.302259,-0.435642
-1.54582,-3.26761
1.88739,0.105003
-0.533146,-2.42264
2.51769,3.71425
2.24778,-0.692049
2.63469,3.04956
-0.192375,-2.55489
0.814556,2.08776
-1.16165,-3.76809
0.061281,-1.81459
1.29635,0.947175
1.8907,1.34616
-0.714538,0.729025
-2.38989,-3.64145
2.39084,-3.64163
-2.75131,-3.68953
1.75014,2.86373
2.84724,2.41191
0.987123,1.27585
3.19874,2.10319
2.07044,0.493603
1.80836,1.89468
-3.52768,-4.13471
2.21454,-0.994686
0.143563,-1.83688
1.43087,-1.15805
2.0269,-2.05308
0.551847,-1.39415
0.324938,-2.25723
1.42079,1.23695
0.544449,0.510794
2.42119,0.663916
1.07307,0.91658
-0.257452,0.00285928
2.21225,2.8497
2.17163,0.751778
-2.25809,-0.713491
1.75834,2.04354
-0.223342,-2.77092
1.12032,5.28856
-0.483754,1.41033
1.10376,-2.51411
2.05342,4.18121
0.758168,-0.188919
2.57438,1.37394
-0.794218,-4.37388
4.77589,2.58282
-0.51362,1.44203
-2.63556,-4.41514
-0.0677479,-1.61597
0.920426,-2.35499
-0.441567,0.736669
1.62521,1.31697
2.5525,0.233845
0.410645,-1.37234
2.53241,3.18156
4.59655,4.73842
2.00118,0.68862
2.97812,4.91841
3.60336,5.29203
0.0832012,-1.29882
2.08737,1.6227
0.997461,-2.68292
0.832032,-0.765917
-0.0820861,-1.40174
0.931454,0.307446
1.08125,-2.2
0.853423,-0.402122
3.73078,5.05444
-0.740022,-3.09451
0.36518,-3.21207
2.95194,4.1694
-0.111093,-0.701936
1.45933,-0.162777
-1.63323,-1.25193
3.51167,4.32389
1.80658,1.606
2.07918,1.07328
-1.69296,-4.91102
0.381852,-1.38883
-0.0239799,-1.72327
2.01055,2.94167
0.932473,0.393652
0.310568,-0.657195
-0.218221,-1.14713
0.157984,-1.04504
1.62317,1.12382
-0.422453,-2.78579
-0.0747521,-1.21841
1.54766,3.40258
2.77248,0.102325
4.51142,6.74729
-1.10779,-2.88612
1.14666,-0.914826
1.24906,1.16309
1.07608,1.07649
1.92619,2.16769
0.442476,0.0120619
0.886321,2.69857
-0.316304,-1.72478
0.344378,-1.7596
2.41211,2.977
3.31026,4.35901
0.236666,-1.72252
2.74494,3.49234
0.778793,-3.42046
-0.206759,-2.38931
2.18672,3.60478
3.16195,1.19625
0.755619,-1.04743
1.11428,0.125563
1.27298,1.2805
3.59552,1.4709
-1.65227,-2.49125
0.225434,-3.39523
1.06871,0.823644
4.63818,5.18855
0.180034,-0.171253
0.927062,2.6837
-0.623444,-2.50294
2.75224,1.66479
1.43653,-1.5888
-0.277976,1.37686
-2.46492,-3.65435
-2.48615,-4.04116
1.98134,0.169726
2.2158,0.0607134
1.03191,-2.59257
1.95933,0.604097
2.05607,-2.06412
3.88127,1.38061
1.86894,1.75391
2.23819,-1.02725
0.106565,0.269842
-0.0150451,-2.67298
2.20604,1.86795
-0.602924,-0.556188
-0.76626,-3.05401
2.25277,2.06094
-0.204234,0.396509
3.11806,0.469636
1.42292,0.153626
-0.548695,0.742835
2.4824,-0.142899
1.77444,-0.142776
-0.244853,0.719013
2.35127,1.93361
-0.0913281,3.0456
0.681076,-0.491593
-2.48726,-4.27383
2.31405,2.46758
2.26217,-3.08187
-0.154613,-1.83159
0.0522386,-3.40108
1.24656,1.23153
1.70889,-1.96405
-0.123553,0.631057
-0.611392,-0.187726
0.9195,1.35602
2.52122,-0.157477
-0.426467,-3.41516
0.971947,1.8177
1.21502,2.13916
2.66,3.16095
-0.172047,-1.13366
1.32845,2.21332
-0.781089,-1.85925
1.6183,1.71632
0.645132,-2.83876
3.89115,4.25722
2.08065,0.55262
3.50181,4.86723
1.72858,-3.12439
4.05416,4.04143
-0.122294,-0.0382817
1.34501,1.86795
1.11335,-0.618022
1.87956,1.84205
-1.89938,-2.28745
0.129036,-0.637717
1.16606,0.750118
0.808344,-3.51844
1.97743,-2.64883
2.17377,-0.169038
1.12064,1.31859
2.40739,5.09038
0.0377253,-2.29338
0.341154,-3.52584
0.053797,-0.167398
1.66838,1.91649
1.44355,-0.264622
0.811174,-0.0146361
1.17122,-1.07994
-0.271354,-1.51961
1.28096,1.59585
-0.0206851,-0.248494
1.1076,-0.690397
3.37928,2.58633
-1.49615,-5.07615
-0.575488,-1.71042
-0.681519,-2.03567
1.26401,2.20592
-1.47937,-3.91397
0.76451,1.56698
1.38644,-0.761192
0.514465,-0.800877
0.344869,-3.91655
0.224217,-0.183904
-0.125385,-3.57412
2.56304,0.00782634
0.904762,1.05751
2.74037,3.68656
2.47253,1.87694
-0.0173081,-0.743365
0.676389,1.6842
1.5618,1.34474
1.57724,4.07463
3.36472,4.65522
0.383866,-0.39975
2.94967,0.467248
0.846728,5.49624
2.43263,-0.2395
3.34988,4.76138
2.38698,0.68377
0.581635,-0.426343
2.50625,2.59516
0.683318,0.712974
0.884075,1.37062
0.563885,-2.41566
-0.60182,-4.19598
2.45588,2.72566
1.72061,1.74551
5.32586,6.50215
0.527319,-0.286928
2.48574,5.32804
-1.34684,-2.24694
0.280261,-1.20799
1.00324,2.01688
-0.35041,-0.618042
1.93383,3.86617
1.52335,0.0754752
-2.04415,-5.73125
0.249843,0.695703
1.96139,0.485945
2.79875,5.25019
0.668829,-0.8957
2.90469,-0.150792
0.531917,0.664592
2.35399,0.593846
1.91135,0.0893363
2.3688,2.18757
2.50838,0.560929
-1.86891,-1.26513
1.16675,-0.63982
-3.13926,-2.87627
-1.46178,-4.80758
-0.594818,-1.88486
-0.634435,-1.96997
1.07103,-2.96263
2.57546,0.29707
3.08171,-3.71483
2.71999,1.96785
1.61142,3.45276
-0.569137,-2.16331
0.815052,-0.118019
1.82592,0.417912
-0.541389,-3.78238
-1.60506,-2.30702
-0.67011,0.0356135
2.02318,1.80976
1.35567,0.880541
-0.437171,-4.56036
0.236179,-1.27657
0.182296,-1.43559
-0.395362,-1.46153
0.805111,-1.82216
3.54574,1.65749
-1.03898,-3.8788
-1.69387,-7.16163
4.31981,4.0963
-0.0748129,-1.67626
-1.84587,-4.24434
1.42189,3.08783
-0.854705,-4.74583
1.51435,-0.845849
0.164118,-2.03569
0.679658,2.90383
2.37215,-2.07407
0.380636,2.61194
0.680518,-2.34351
2.60403,4.13233
3.5828,1.61324
1.1672,-0.690252
2.99447,2.40667
2.12158,-0.0630053
2.56151,-0.760331
1.51397,-0.12041
-2.00513,-5.74216
0.736137,0.187871
-2.00499,-5.4885
-2.22262,-1.53856
-1.58888,-4.20033
0.978017,-3.04633
1.99843,2.24085
-0.495039,-0.0536722
0.462473,0.0054244
-1.49488,-4.29192
1.42352,-0.372405
-0.277096,-0.623311
2.3362,5.67865
-0.951952,-2.23331
2.10491,1.06631
1.57628,1.10891
-0.909967,-1.49813
-0.169763,2.15128
